"Marital_status","Course","Daytime_evening_attendance","Previous_qualification","Previous_qualification_grade","Nacionality","Mother_s_occupation","Father_s_occupation","Admission_grade","Displaced","Educational_special_needs","Gender","Scholarship_holder","Age_at_enrollment","International","Unemployment_rate","Inflation_rate","GDP","Target","PAM_1500"
"1","9147","1",1,133.1,"1","9","10",100,"0","0","0","0",21,"0",16.2,0.3,-0.92,"Dropout",NA
"1","9238","1",1,154,"1","9","9",140.4,"0","0","0","1",22,"0",10.8,1.4,1.74,"Graduate",NA
"1","9853","1",1,148,"1","5",NA,141.7,"0","0","0","1",18,"0",9.4,-0.8,-3.12,"Graduate",NA
"1","9238","1",1,133,"1","3","9",119.7,"0","1","0","1",18,"0",15.5,2.8,-4.06,"Graduate",NA
"1","9130","1",1,126,"1","9","9",122.5,"1","0","0","0",25,"0",9.4,-0.8,-3.12,"Dropout",NA
"1","9085","1",19,133.1,"1","9",NA,140,"0","0","0","0",24,"0",16.2,0.3,-0.92,"Dropout",NA
"1","9500","1",1,125,"1","4","4",119.4,"1","0","0","0",19,"0",12.4,0.5,1.79,"Enrolled",1
"1","171","1",1,145,"1","3","3",155,"1","0","0","0",24,"0",12.4,0.5,1.79,"Enrolled",1
"1","9147","1",1,118,"1","5","5",119.1,"1","0","0","1",20,"0",12.4,0.5,1.79,"Graduate",NA
"1","9147","1",1,120,"1","9","1",122.7,"0","0","0","0",25,"0",10.8,1.4,1.74,"Dropout",NA
"1","9147","1",1,127,"1","9","10",117.9,"0","0","0","1",20,"0",8.9,1.4,3.51,"Graduate",NA
"1","9500","1",3,130,"1","5","3",130,"0","0","0","0",23,"0",9.4,-0.8,-3.12,"Graduate",NA
"1","9500","1",1,129,"1",NA,"6",120,"1","0","0","1",19,"0",10.8,1.4,1.74,"Graduate",NA
"1","9003","1",39,130,"1","9","10",130,"0","0","0","0",29,"0",13.9,-0.3,0.79,"Dropout",NA
"1","9254","1",1,121,"1","4",NA,116.8,"1","0","0","0",21,"0",11.1,0.6,2.02,"Graduate",1
"1","9670","1",1,136,"1","9",NA,123.4,"1","0","0","1",18,"0",11.1,0.6,2.02,"Graduate",1
"1","9070","1",1,125,"1","9","9",125.4,"1","0","0","0",19,"0",9.4,-0.8,-3.12,"Enrolled",1
"1","9773","1",1,131,"1",NA,NA,127.2,"1","0","0","1",18,"0",8.9,1.4,3.51,"Dropout",NA
"1","9085","1",1,122,"1",NA,"6",103.4,"0","0","0","0",19,"0",7.6,2.6,0.32,"Graduate",NA
"1","9773","1",1,127,"1","9",NA,123.2,"1","0","0","0",18,"0",9.4,-0.8,-3.12,"Enrolled",NA
"1","9147","1",1,136,"1","4","4",124.1,"0","0","0","0",18,"0",8.9,1.4,3.51,"Graduate",NA
"2","9556","1",19,133.1,"1",NA,NA,99.5,"1","0","0","1",37,"0",8.9,1.4,3.51,"Dropout",1
"1","9991","0",40,127,"1","6","6",124.9,"0","0","0","0",29,"0",16.2,0.3,-0.92,"Graduate",NA
"1","9070","1",1,116,"1","9","9",110.8,"0","0","0","0",18,"0",7.6,2.6,0.32,"Enrolled",1
"1","9238","1",1,121,"1","9",NA,118.9,"1","0","0","1",19,"0",12.4,0.5,1.79,"Graduate",1
"1","9238","1",1,124,"1","3","1",118.8,"1","0","0","0",22,"0",16.2,0.3,-0.92,"Dropout",NA
"1","9254","1",1,131,"1","9",NA,137,"0","0","0","1",20,"0",15.5,2.8,-4.06,"Graduate",NA
"1","8014","0",1,100,"1",NA,NA,100,"0","0","0","0",34,"0",12.7,3.7,-1.7,"Dropout",NA
"1","9119","1",1,130,"1","9","9",120,"0","0","0","0",30,"0",7.6,2.6,0.32,"Dropout",NA
"1","9238","1",1,135,"1","4","4",122.8,"0","0","0","0",18,"0",10.8,1.4,1.74,"Graduate",NA
"1","9238","1",1,130,"1","9","5",121.6,"0","0","0","0",18,"0",12.4,0.5,1.79,"Graduate",NA
"1","9773","1",1,146,"1","1","3",149.2,"1","0","0","0",18,"0",9.4,-0.8,-3.12,"Graduate",NA
"1","9500","1",1,146,"1","2","3",140,"1","0","0","0",18,"0",12.7,3.7,-1.7,"Graduate",NA
"1","9773","1",1,154,"1","9","9",133.4,"1","0","0","1",19,"0",12.7,3.7,-1.7,"Graduate",NA
"1","9070","1",1,137,"1","9","9",126.2,"1","0","0","1",19,"0",10.8,1.4,1.74,"Graduate",1
"1","9500","1",1,151,"1","9","9",127.8,"0","0","0","1",18,"0",12.7,3.7,-1.7,"Graduate",2
"1","9003","1",39,150,"1","4",NA,150,"0","0","0","1",21,"0",13.9,-0.3,0.79,"Graduate",NA
"1","9147","1",1,121,"1","9","9",113.7,"1","0","0","0",20,"0",7.6,2.6,0.32,"Dropout",NA
"1","9147","1",1,122,"1","4",NA,117.8,"1","0","0","0",20,"0",13.9,-0.3,0.79,"Graduate",NA
"1","9500","1",1,143,"1","2","5",136.7,"0","0","0","0",19,"0",11.1,0.6,2.02,"Graduate",NA
"1","9238","1",1,152,"1","4","5",144.7,"0","0","0","0",20,"0",16.2,0.3,-0.92,"Graduate",NA
"1","9500","1",1,145,"1","4","10",139.8,"1","0","0","0",18,"0",13.9,-0.3,0.79,"Graduate",1
"1","9853","1",1,120,"1","3","3",113.7,"0","0","0","0",20,"0",12.7,3.7,-1.7,"Dropout",1
"2","9130","1",3,140,"1","2",NA,140,"0","0","0","0",29,"0",7.6,2.6,0.32,"Dropout",NA
"1","9500","1",1,143,"1","5","6",142.3,"0","0","0","1",18,"0",12.4,0.5,1.79,"Enrolled",1
"1","9500","1",1,129,"1","5","5",119.6,"1","0","0","1",20,"0",15.5,2.8,-4.06,"Graduate",NA
"1","9147","1",1,139,"1","9","9",123.7,"1","0","0","1",22,"0",16.2,0.3,-0.92,"Graduate",NA
"4","8014","0",1,133.1,"1","4","10",143,"1","0","0","1",47,"0",16.2,0.3,-0.92,"Graduate",NA
"2","9991","0",1,127,"1",NA,"4",100.1,"0","0","0","0",31,"0",8.9,1.4,3.51,"Graduate",NA
"1","9070","1",1,126,"1",NA,"5",119.4,"0","0","0","1",21,"0",16.2,0.3,-0.92,"Graduate",NA
"1","8014","0",1,128,"1",NA,NA,122.1,"0","0","0","0",21,"0",7.6,2.6,0.32,"Graduate",NA
"2","9773","1",12,100,"1","4","4",100,"0","0","0","0",24,"0",7.6,2.6,0.32,"Graduate",NA
"1","9070","1",1,123,"1","2","9",113.9,"0","0","0","0",18,"0",15.5,2.8,-4.06,"Enrolled",2
"1","8014","0",15,170,"1",NA,"2",101,"0","0","0","0",32,"0",7.6,2.6,0.32,"Graduate",NA
"1","8014","0",1,117,"1","3","4",111.8,"1","0","0","1",19,"0",10.8,1.4,1.74,"Graduate",NA
"1","9500","1",1,140,"1","1","1",140,"1","0","0","0",24,"0",9.4,-0.8,-3.12,"Graduate",1
"1","9085","1",1,123,"1","4","10",124.4,"1","0","0","0",19,"0",15.5,2.8,-4.06,"Graduate",1
"1","9003","1",39,150,"1","6","6",150,"0","0","0","1",19,"0",13.9,-0.3,0.79,"Graduate",NA
"1","9003","1",39,140,"1","9","4",140,"0","0","0","0",24,"0",12.4,0.5,1.79,"Enrolled",NA
"1","9238","1",1,123,"1",NA,NA,116,"1","0","0","1",18,"0",8.9,1.4,3.51,"Graduate",1
"1","9070","1",1,130,"1","3","6",135.6,"1","0","0","1",19,"0",8.9,1.4,3.51,"Dropout",NA
"2","9500","1",1,137,"1","2","4",121,"0","0","0","1",19,"0",10.8,1.4,1.74,"Graduate",NA
"1","9773","1",1,126,"1","9",NA,118.7,"1","0","0","1",18,"0",12.4,0.5,1.79,"Graduate",NA
"1","9238","1",1,125,"1","3","3",125.7,"1","0","0","0",18,"0",12.4,0.5,1.79,"Graduate",NA
"1","9556","1",1,112,"1","4","10",107.1,"1","0","0","0",20,"0",12.4,0.5,1.79,"Graduate",1
"1","9500","1",1,141,"1","5",NA,125.5,"0","0","0","0",18,"0",9.4,-0.8,-3.12,"Graduate",NA
"1","9670","1",1,135,"1","9",NA,127,"1","0","0","0",18,"0",11.1,0.6,2.02,"Graduate",NA
"1","9085","1",1,117,"1","9","9",113.5,"1","0","0","1",21,"0",10.8,1.4,1.74,"Graduate",NA
"1","9500","1",1,160,"1","4","9",154.4,"0","0","0","1",18,"0",15.5,2.8,-4.06,"Graduate",2
"1","9670","1",1,136,"1","5","5",122,"0","0","0","0",18,"0",9.4,-0.8,-3.12,"Dropout",2
"1","9238","1",1,143,"1","4","3",128,"1","0","0","0",19,"0",9.4,-0.8,-3.12,"Dropout",NA
"1","9670","1",1,119,"1","4","10",115.5,"1","0","0","0",19,"0",10.8,1.4,1.74,"Enrolled",NA
"1","9670","1",1,120,"1","5","5",117.2,"1","0","0","0",18,"0",11.1,0.6,2.02,"Graduate",NA
"1","9130","1",3,150,"1",NA,NA,150,"1","0","0","0",34,"0",12.7,3.7,-1.7,"Dropout",NA
"1","9085","1",1,142,"1",NA,NA,155.3,"0","0","0","0",19,"0",7.6,2.6,0.32,"Graduate",NA
"1","9130","1",39,120,"1",NA,NA,120,"1","0","0","0",19,"0",12.4,0.5,1.79,"Dropout",NA
"1","9238","1",1,160,"1","2","1",116.1,"0","0","0","0",26,"0",11.1,0.6,2.02,"Graduate",1
"1","9853","1",1,133.1,"1",NA,NA,118.9,"1","0","0","0",21,"0",7.6,2.6,0.32,"Dropout",NA
"1","9147","1",1,142,"1","4",NA,127.3,"0","0","0","1",18,"0",11.1,0.6,2.02,"Graduate",NA
"1","9853","1",1,121,"1","5",NA,113.7,"1","0","0","1",20,"0",9.4,-0.8,-3.12,"Graduate",1
"1","9147","1",1,135,"1","4","4",118.5,"0","0","0","0",25,"0",11.1,0.6,2.02,"Dropout",NA
"1","9147","1",1,153,"1","4","3",146.7,"0","0","0","0",18,"0",11.1,0.6,2.02,"Graduate",1
"1","9500","1",1,140,"1","3","6",124.3,"1","0","0","1",18,"0",16.2,0.3,-0.92,"Graduate",NA
"1","9500","1",1,152,"1","3","5",137.8,"0","0","0","0",19,"0",11.1,0.6,2.02,"Graduate",1
"1","9238","1",1,120,"1","5","9",130.2,"0","0","0","1",18,"0",12.4,0.5,1.79,"Graduate",1
"1","9500","1",1,160,"1",NA,NA,147.8,"0","0","0","0",20,"0",15.5,2.8,-4.06,"Enrolled",NA
"1","9085","1",40,150,"1","9","5",150,"0","0","0","0",26,"0",8.9,1.4,3.51,"Dropout",NA
"1","9500","1",1,100,"1",NA,"9",100,"1","0","0","1",19,"0",10.8,1.4,1.74,"Graduate",NA
"1","9500","1",1,150,"1","5","1",155.6,"0","0","0","0",19,"0",16.2,0.3,-0.92,"Graduate",2
"1","9147","1",1,124,"1","9","9",117.4,"0","0","0","0",19,"0",7.6,2.6,0.32,"Graduate",NA
"1","9085","1",1,141,"1",NA,"5",128.8,"1","0","0","0",19,"0",7.6,2.6,0.32,"Enrolled",NA
"1","9254","1",1,121,"1","5",NA,117.5,"1","0","0","0",18,"0",16.2,0.3,-0.92,"Graduate",1
"1","9500","1",6,134,"1","9","9",120.4,"1","0","0","0",19,"0",7.6,2.6,0.32,"Graduate",1
"1","9238","1",1,134,"1","9","6",130.9,"0","0","0","0",18,"0",13.9,-0.3,0.79,"Graduate",2
"1","9853","1",1,132,"1","4","4",125,"1","0","0","0",18,"0",9.4,-0.8,-3.12,"Enrolled",NA
"1","9085","1",1,135,"1","9","5",136.8,"1","0","0","0",18,"0",9.4,-0.8,-3.12,"Enrolled",NA
"1","9853","1",1,123,"1","9","6",121.6,"1","0","0","0",18,"0",11.1,0.6,2.02,"Enrolled",1
"1","9119","1",39,151,"1","4",NA,151,"0","0","0","0",26,"0",16.2,0.3,-0.92,"Dropout",NA
"1","9238","1",1,107,"1",NA,NA,103.5,"1","0","0","0",20,"0",12.4,0.5,1.79,"Graduate",NA
"1","8014","0",1,126,"1","9","10",119.4,"0","0","0","0",19,"0",12.7,3.7,-1.7,"Graduate",NA
"1","9238","1",1,133,"1","4","9",134.4,"1","0","0","1",18,"0",9.4,-0.8,-3.12,"Graduate",1
"1","9238","1",39,140,"1",NA,NA,143,"0","0","0","0",19,"0",13.9,-0.3,0.79,"Graduate",NA
"1","9853","1",40,110,"1","2","1",110,"0","0","0","0",40,"0",12.4,0.5,1.79,"Graduate",1
"1","9500","1",1,141,"1",NA,NA,132.5,"1","0","0","1",18,"0",9.4,-0.8,-3.12,"Graduate",NA
"1","9238","1",1,122,"1","9","10",114.7,"0","0","0","0",19,"0",13.9,-0.3,0.79,"Graduate",NA
"1","9130","1",1,156,"1","3","5",166.9,"0","0","0","0",18,"0",7.6,2.6,0.32,"Graduate",NA
"1","9085","1",1,129,"1","3","1",125.9,"1","0","0","0",19,"0",9.4,-0.8,-3.12,"Enrolled",NA
"1","171","1",1,188,"1","2","2",178.3,"1","0","0","0",18,"0",15.5,2.8,-4.06,"Dropout",NA
"2","8014","0",1,120,"1","9","9",117,"1","0","0","0",33,"0",12.4,0.5,1.79,"Graduate",1
"1","9003","1",3,130,"1","1","2",150,"0","0","0","0",35,"0",16.2,0.3,-0.92,"Graduate",2
"1","9147","1",1,130,"1","9","1",130,"1","0","0","0",26,"0",9.4,-0.8,-3.12,"Enrolled",NA
"1","9773","1",1,140,"1",NA,"5",135.1,"1","0","0","0",18,"0",9.4,-0.8,-3.12,"Graduate",1
"1","9238","1",1,110,"1","9","9",110,"0","0","0","0",36,"0",15.5,2.8,-4.06,"Enrolled",2
"4","9991","0",1,133.1,"1","6","6",136.2,"0","0","0","0",39,"0",10.8,1.4,1.74,"Graduate",1
"2","9238","1",1,120,"1","9","9",116,"0","0","0","0",44,"0",12.7,3.7,-1.7,"Graduate",NA
"1","8014","0",1,96,"1","3","9",100,"0","0","0","0",20,"0",9.4,-0.8,-3.12,"Enrolled",NA
"1","9254","1",1,117,"1","9","9",116.3,"1","0","0","0",24,"0",12.7,3.7,-1.7,"Dropout",NA
"1","9773","1",1,123,"1","9",NA,134,"0","0","0","1",20,"0",12.4,0.5,1.79,"Graduate",1
"1","171","1",1,127,"1","9","5",124.2,"1","0","0","0",19,"0",9.4,-0.8,-3.12,"Dropout",1
"2","9500","1",1,151,"1","9",NA,134.5,"0","0","0","1",18,"0",7.6,2.6,0.32,"Graduate",1
"1","9254","1",1,127,"1","4","6",120.7,"0","0","0","0",22,"0",10.8,1.4,1.74,"Dropout",1
"1","9085","1",1,133,"1","4","5",127.1,"1","0","0","0",18,"0",11.1,0.6,2.02,"Graduate",NA
"1","9500","1",19,133.1,"1","9","9",133,"0","0","0","0",24,"0",13.9,-0.3,0.79,"Graduate",2
"1","9991","0",1,133.1,"1",NA,NA,128.2,"0","0","0","0",33,"0",12.7,3.7,-1.7,"Dropout",2
"1","9003","1",1,133.1,"1","3",NA,130,"0","0","0","1",30,"0",11.1,0.6,2.02,"Enrolled",NA
"1","9085","1",43,160,"1","2","3",172,"0","0","0","0",26,"0",8.9,1.4,3.51,"Dropout",NA
"1","9853","1",1,140,"1","4","1",128.5,"1","0","0","0",18,"0",10.8,1.4,1.74,"Graduate",NA
"1","9773","1",1,146,"1","9",NA,128.5,"0","0","0","0",19,"0",10.8,1.4,1.74,"Dropout",NA
"1","9147","1",1,112,"1","9","10",112,"1","0","0","0",20,"0",16.2,0.3,-0.92,"Enrolled",NA
"1","9085","1",42,140,"1","9",NA,142.5,"1","0","0","1",22,"0",8.9,1.4,3.51,"Graduate",NA
"1","9500","1",1,136,"1","9","1",133,"1","0","0","0",19,"0",7.6,2.6,0.32,"Enrolled",NA
"1","9085","1",1,133.1,"1",NA,"5",106,"1","0","0","1",21,"0",15.5,2.8,-4.06,"Graduate",1
"1","9500","1",1,136,"1","4",NA,125.5,"1","0","0","1",21,"0",7.6,2.6,0.32,"Graduate",NA
"1","9085","1",1,134,"1","2",NA,131.2,"0","0","0","0",19,"0",7.6,2.6,0.32,"Enrolled",NA
"1","9853","1",1,122,"1",NA,NA,112.9,"1","0","0","1",19,"0",8.9,1.4,3.51,"Graduate",NA
"1","9500","1",1,138,"1","9","5",124.8,"1","0","0","0",18,"0",12.7,3.7,-1.7,"Dropout",NA
"2","8014","0",1,160,"1","9","4",140.9,"0","0","0","0",50,"0",16.2,0.3,-0.92,"Graduate",NA
"4","9991","0",1,130,"1","9",NA,148,"0","0","0","1",31,"0",13.9,-0.3,0.79,"Enrolled",2
"1","9773","1",1,161,"1","4",NA,148.4,"0","0","0","1",19,"0",15.5,2.8,-4.06,"Graduate",NA
"4","9991","0",1,140,"1",NA,NA,129.7,"0","0","0","0",35,"0",13.9,-0.3,0.79,"Graduate",2
"2","9085","1",19,133.1,"1","4",NA,128.2,"0","0","0","0",31,"0",12.7,3.7,-1.7,"Dropout",NA
"2","8014","0",19,133.1,"1","9","9",104,"0","0","0","0",42,"0",11.1,0.6,2.02,"Enrolled",1
"1","9147","1",1,130,"1","9","9",119.9,"1","0","0","0",34,"0",9.4,-0.8,-3.12,"Dropout",NA
"1","9500","1",1,152,"1","4","4",141,"1","0","0","1",18,"0",12.4,0.5,1.79,"Graduate",1
"1","9853","1",1,125,"1","3","3",116.6,"1","0","0","1",18,"0",8.9,1.4,3.51,"Enrolled",1
"1","9085","1",39,140,"1","5","6",140,"1","0","0","0",21,"0",16.2,0.3,-0.92,"Enrolled",NA
"4","9500","1",19,133.1,"1","5",NA,140,"0","0","0","1",26,"0",16.2,0.3,-0.92,"Dropout",NA
"1","9500","1",1,170,"1",NA,NA,100,"0","0","0","0",20,"0",13.9,-0.3,0.79,"Enrolled",NA
"1","9238","1",1,135,"1","5",NA,121,"0","0","0","0",19,"0",7.6,2.6,0.32,"Enrolled",1
"1","9853","1",1,125,"1","5","5",117,"0","0","0","1",19,"0",15.5,2.8,-4.06,"Graduate",2
"1","9147","1",42,140,"1","2","1",140.2,"0","0","0","0",20,"0",8.9,1.4,3.51,"Graduate",NA
"1","9238","1",1,124,"1",NA,NA,129.3,"0","0","0","0",19,"0",7.6,2.6,0.32,"Graduate",1
"1","9853","1",1,140,"1","9","9",145.3,"0","0","0","0",18,"0",7.6,2.6,0.32,"Graduate",1
"1","9991","0",3,130,"1","9","9",146.2,"0","0","0","0",28,"0",10.8,1.4,1.74,"Graduate",NA
"1","9853","1",1,134,"1","4","5",122.5,"1","0","0","0",22,"0",15.5,2.8,-4.06,"Enrolled",NA
"1","8014","0",39,160,"1",NA,NA,156.1,"0","0","0","1",21,"0",13.9,-0.3,0.79,"Graduate",NA
"1","9085","1",39,140,"1","4","5",140,"1","0","0","0",21,"0",12.4,0.5,1.79,"Enrolled",NA
"1","9500","1",1,150,"1","5","3",140,"0","1","0","0",26,"0",16.2,0.3,-0.92,"Enrolled",NA
"1","9773","1",1,141,"1",NA,NA,128.4,"1","0","0","0",18,"0",7.6,2.6,0.32,"Dropout",NA
"1","9085","1",1,120,"1","9","10",115,"0","0","0","0",20,"0",7.6,2.6,0.32,"Dropout",1
"1","9085","1",1,166,"1","4","3",158.7,"0","0","0","0",18,"0",11.1,0.6,2.02,"Graduate",NA
"1","9500","1",1,147,"1","4","9",124.5,"1","0","0","1",19,"0",10.8,1.4,1.74,"Graduate",NA
"1","9238","1",1,121,"1","3","10",111.9,"1","0","0","0",20,"0",12.4,0.5,1.79,"Graduate",NA
"1","9085","1",39,150,"1","4","6",150,"1","0","0","1",22,"0",13.9,-0.3,0.79,"Graduate",1
"1","9670","1",1,124,"1","5",NA,114.2,"1","0","0","0",18,"0",10.8,1.4,1.74,"Dropout",NA
"1","9147","1",1,96,"1","6","4",96,"1","0","0","0",19,"0",16.2,0.3,-0.92,"Dropout",1
"1","9070","1",1,125,"1","3","3",128.9,"0","0","0","1",18,"0",8.9,1.4,3.51,"Enrolled",NA
"1","9254","1",1,136,"1",NA,NA,121.7,"1","0","0","0",20,"0",10.8,1.4,1.74,"Enrolled",NA
"1","9773","1",1,120,"1","9","9",114.8,"1","1","0","0",19,"0",7.6,2.6,0.32,"Enrolled",NA
"1","9254","1",1,128,"1","9","9",127,"0","0","0","0",19,"0",12.4,0.5,1.79,"Enrolled",NA
"1","9500","1",1,142,"1","5","5",131.3,"1","0","0","0",19,"0",10.8,1.4,1.74,"Graduate",NA
"1","171","1",1,135,"1","3","9",137.1,"1","0","0","0",18,"0",12.7,3.7,-1.7,"Graduate",1
"1","9070","1",40,120,"1","3","9",120,"1","0","0","0",21,"0",13.9,-0.3,0.79,"Graduate",1
"1","9991","0",40,140,"1","9","9",139,"0","0","0","0",27,"0",8.9,1.4,3.51,"Graduate",1
"1","9238","1",1,135,"1","4","4",129.1,"0","0","0","0",19,"0",15.5,2.8,-4.06,"Graduate",2
"4","9085","1",1,133.1,"1",NA,NA,128.2,"0","0","0","0",25,"0",7.6,2.6,0.32,"Dropout",NA
"1","9500","1",1,137,"1",NA,NA,120.8,"1","0","0","1",18,"0",10.8,1.4,1.74,"Graduate",NA
"1","9500","1",3,122,"1","4",NA,135.8,"0","0","0","0",24,"0",10.8,1.4,1.74,"Graduate",NA
"1","9500","1",1,128,"1","4","10",118.9,"1","0","0","0",20,"0",13.9,-0.3,0.79,"Graduate",1
"1","9991","0",40,140,"1","6","6",140,"0","0","0","0",26,"0",12.4,0.5,1.79,"Graduate",NA
"1","9238","1",1,132,"1","9",NA,127.1,"1","0","0","1",20,"0",8.9,1.4,3.51,"Graduate",1
"1","9085","1",1,131,"1",NA,NA,137,"0","0","0","0",18,"0",7.6,2.6,0.32,"Graduate",NA
"1","9085","1",1,126,"1","9","9",127.4,"1","0","0","0",19,"0",15.5,2.8,-4.06,"Graduate",NA
"1","9853","1",1,133.1,"1","9","9",97,"1","0","0","0",23,"0",12.7,3.7,-1.7,"Dropout",NA
"1","9500","1",1,136,"1","9","9",126.3,"1","0","0","1",18,"0",7.6,2.6,0.32,"Graduate",1
"1","9500","1",1,140,"1","4","5",127.5,"0","0","0","0",18,"0",12.7,3.7,-1.7,"Dropout",2
"1","9500","1",1,135,"1","2",NA,126.6,"0","0","0","1",19,"0",11.1,0.6,2.02,"Graduate",1
"1","9991","0",1,160,"1","4","3",120,"0","0","0","0",30,"0",7.6,2.6,0.32,"Graduate",1
"1","9085","1",39,140,"1","4","6",140,"1","0","0","0",29,"0",15.5,2.8,-4.06,"Dropout",NA
"1","9500","1",1,140,"1","3","3",131.5,"1","0","0","0",19,"0",9.4,-0.8,-3.12,"Graduate",1
"1","9556","1",1,115,"1","5","3",112.2,"1","0","0","0",20,"0",12.4,0.5,1.79,"Graduate",NA
"1","9500","1",1,144,"1","9","3",150.5,"0","0","0","0",20,"0",7.6,2.6,0.32,"Graduate",NA
"1","9670","1",1,128,"1","3",NA,121,"1","0","0","0",19,"0",11.1,0.6,2.02,"Graduate",NA
"1","9147","1",1,116,"1","9","2",112.2,"1","0","0","0",20,"0",10.8,1.4,1.74,"Enrolled",NA
"3","9085","1",1,135,"1","4","4",129.4,"1","0","0","0",21,"0",10.8,1.4,1.74,"Dropout",NA
"1","9670","1",1,121,"1","4","10",114.4,"0","0","0","0",19,"0",11.1,0.6,2.02,"Graduate",1
"1","9500","1",1,134,"1","9","9",120.3,"1","0","0","1",18,"0",10.8,1.4,1.74,"Graduate",NA
"1","8014","0",1,120,"1",NA,NA,120,"0","0","0","1",27,"0",15.5,2.8,-4.06,"Graduate",2
"1","9147","1",1,125,"1","6",NA,114.5,"1","0","0","1",19,"0",12.4,0.5,1.79,"Graduate",1
"1","9500","1",1,141,"1",NA,"3",127.8,"0","0","0","1",19,"0",7.6,2.6,0.32,"Dropout",NA
"1","9773","1",1,140,"1","4",NA,124.6,"1","0","0","0",19,"0",15.5,2.8,-4.06,"Graduate",1
"1","9500","1",1,144,"1","5","5",130.3,"1","0","0","1",18,"0",12.7,3.7,-1.7,"Graduate",1
"1","9254","1",1,122,"1","5","5",118.2,"0","0","0","1",20,"0",12.4,0.5,1.79,"Enrolled",NA
"1","9670","1",1,130,"1","4","5",118.8,"0","0","0","1",18,"0",12.7,3.7,-1.7,"Graduate",NA
"1","9670","1",1,133.1,"1","2","4",133,"1","0","0","0",19,"0",7.6,2.6,0.32,"Dropout",NA
"2","9500","1",19,133.1,"1","9","9",129,"1","0","0","0",36,"0",7.6,2.6,0.32,"Graduate",NA
"1","9556","1",1,147,"1","3","2",100,"0","0","0","0",18,"0",10.8,1.4,1.74,"Enrolled",NA
"1","9130","1",1,127,"1","4","5",120.7,"1","0","0","0",18,"0",12.7,3.7,-1.7,"Enrolled",NA
"1","9500","1",1,136,"1","9","3",132.5,"1","0","0","0",19,"0",12.7,3.7,-1.7,"Graduate",NA
"1","9500","1",1,127,"1",NA,NA,120.3,"1","0","0","1",18,"0",10.8,1.4,1.74,"Graduate",NA
"1","9670","1",1,123,"1","1","1",114.6,"0","0","0","0",18,"0",9.4,-0.8,-3.12,"Graduate",1
"1","9238","1",1,128,"1","9","3",116.5,"1","0","0","1",19,"0",12.4,0.5,1.79,"Graduate",NA
"1","9500","1",1,128,"1","2","1",127.8,"0","0","0","1",19,"0",13.9,-0.3,0.79,"Graduate",NA
"1","9500","1",1,140,"1",NA,NA,129.9,"1","0","0","0",18,"0",15.5,2.8,-4.06,"Dropout",1
"1","9773","1",1,121,"1","9",NA,118.9,"1","0","0","0",20,"0",11.1,0.6,2.02,"Graduate",1
"1","9254","1",1,122,"1","3","10",114.3,"1","0","0","1",20,"0",12.4,0.5,1.79,"Enrolled",1
"1","9500","1",1,126,"1","5","5",114.8,"1","0","0","0",20,"0",10.8,1.4,1.74,"Graduate",NA
"1","9500","1",1,135,"1","9",NA,123,"1","0","0","1",18,"0",10.8,1.4,1.74,"Graduate",NA
"1","9500","1",1,131,"1",NA,"5",122.1,"1","0","0","0",18,"0",15.5,2.8,-4.06,"Graduate",NA
"1","9085","1",1,140,"1","4",NA,123.7,"0","0","0","0",19,"0",9.4,-0.8,-3.12,"Graduate",NA
"1","9147","1",1,131,"1","9",NA,132.4,"1","0","0","0",19,"0",9.4,-0.8,-3.12,"Enrolled",NA
"2","8014","0",1,130,"1",NA,NA,114.8,"0","0","0","0",44,"0",7.6,2.6,0.32,"Graduate",1
"1","9003","1",3,130,"1","5","6",130,"0","0","0","0",32,"0",12.4,0.5,1.79,"Dropout",1
"1","9853","1",1,140,"1","9",NA,122.3,"0","0","0","0",22,"0",12.7,3.7,-1.7,"Dropout",2
"2","9003","1",1,130,"1","4","9",152.4,"1","0","0","0",36,"0",8.9,1.4,3.51,"Graduate",1
"1","9773","1",1,125,"1","5",NA,120.1,"0","0","0","1",18,"0",16.2,0.3,-0.92,"Graduate",NA
"1","9130","1",1,160,"1","3","2",155.1,"1","0","0","0",20,"0",12.7,3.7,-1.7,"Graduate",NA
"1","9070","1",1,130,"1","5",NA,124.5,"0","0","0","1",20,"0",11.1,0.6,2.02,"Graduate",NA
"1","9238","1",1,144,"1","2","3",126.9,"0","0","0","0",19,"0",15.5,2.8,-4.06,"Graduate",2
"1","9147","1",19,133.1,"1","3","5",153.2,"1","0","0","0",24,"0",12.4,0.5,1.79,"Graduate",NA
"1","9238","1",1,148,"1","4","9",129.8,"0","0","0","0",20,"0",15.5,2.8,-4.06,"Enrolled",NA
"1","8014","0",1,133.1,"1","2","3",135,"0","0","0","0",27,"0",10.8,1.4,1.74,"Dropout",1
"1","9853","1",1,133,"1","5","10",131.3,"1","0","0","0",20,"0",15.5,2.8,-4.06,"Enrolled",1
"1","9238","1",1,129,"1",NA,NA,125.2,"0","0","0","1",23,"0",9.4,-0.8,-3.12,"Graduate",NA
"1","9500","1",1,144,"1","4",NA,141.3,"1","0","0","1",18,"0",9.4,-0.8,-3.12,"Graduate",1
"1","9238","1",1,120,"1","4","9",117.1,"1","0","0","1",18,"0",12.7,3.7,-1.7,"Graduate",NA
"1","9500","1",1,144,"1","9","9",126.5,"1","0","0","1",20,"0",10.8,1.4,1.74,"Graduate",1
